/* DATA DESCRIPTION:
Citation:	Antico, Andrés; Aguiar, Ricardo O; Amsler, Mario L (2017): Paraná River daily hydrometric data from Rosario City, Argentina: 1875 to 2017. PANGAEA, https://doi.org/10.1594/PANGAEA.882611, 
	In supplement to: Antico, A et al. (2018): Hydrometric data rescue in the Paraná River Basin. Water Resources Research, 54, 1368-1381, https://doi.org/10.1002/2017WR020897
Coverage:	LATITUDE: -32.933630 * LONGITUDE: -60.643550
	DATE/TIME START: 1875-01-01T00:00:00 * DATE/TIME END: 2017-07-31T00:00:00
Event(s):	Paraná_River_Rosario * LATITUDE: -32.933630 * LONGITUDE: -60.643550 * LOCATION: Rosario City, Argentina, South America * METHOD/DEVICE: Hydrographic station (HYD)
Parameter(s):	DATE/TIME (Date/Time) * GEOCODE * PI: Antico, Andrés (https://orcid.org/0000-0003-2985-9620, aantico@santafe-conicet.gov.ar)
	Water level [m] (WL) * PI: Antico, Andrés (https://orcid.org/0000-0003-2985-9620, aantico@santafe-conicet.gov.ar) * COMMENT: daily, official
	Water level [m] (WL) * PI: Antico, Andrés (https://orcid.org/0000-0003-2985-9620, aantico@santafe-conicet.gov.ar) * COMMENT: daily, corrected
	River discharge [m**3/s] (Q) * PI: Antico, Andrés (https://orcid.org/0000-0003-2985-9620, aantico@santafe-conicet.gov.ar) * COMMENT: daily, official
	River discharge [m**3/s] (Q) * PI: Antico, Andrés (https://orcid.org/0000-0003-2985-9620, aantico@santafe-conicet.gov.ar) * COMMENT: daily, corrected
	Quality flag [#] (Flag) * PI: Antico, Andrés (https://orcid.org/0000-0003-2985-9620, aantico@santafe-conicet.gov.ar) * COMMENT: Flag = 1 if the data value passed all the quality checks, and Flag = 0 if the data value did not pass one or more of these checks. That is, if Flag = 0, the data value is considered as suspicious
License:	Creative Commons Attribution 3.0 Unported (CC-BY-3.0)
Size:	260385 data points
*/
Date/Time	WL [m] (daily, official)	WL [m] (daily, corrected)	Q [m**3/s] (daily, official)	Q [m**3/s] (daily, corrected)	Flag [#] (Flag = 1 if the data value pa...)
1889-06-24	4.36	4.69	22002	23301	1
1889-06-25	4.36	4.69	22002	23300	1
1889-06-26	4.38	4.71	22079	23380	1
1889-06-27	4.38	4.71	22079	23380	1
1889-06-28	4.37	4.70	22041	23340	1
1889-06-29	4.39	4.72	22118	23419	1
1889-06-30	4.38	4.71	22079	23379	1
1889-07-01	4.36	4.69	22002	23299	1
1889-07-02	4.32	4.65	21848	23141	1
1889-07-03	4.30	4.63	21771	23061	1
1889-07-04	4.30	4.63	21771	23061	1
1889-07-05	4.25	4.58	21579	22864	1
1889-07-06	4.23	4.56	21502	22785	1
1889-07-07	4.19	4.52	21349	22628	1
1889-07-08	4.15	4.48	21197	22472	1
1889-07-09	4.11	4.44	21045	22315	1
1889-07-10	4.06	4.39	20856	22121	1
1889-07-11	4.02	4.35	20705	21966	1
1889-07-12	3.99	4.32	20593	21850	1
1889-07-13	3.93	4.26	20368	21619	1
1889-07-14	3.84	4.17	20033	21275	1
1889-07-15	3.76	4.09	19738	20971	1
1889-07-16	3.70	4.03	19517	20745	1
1889-07-17	3.67	4.00	19408	20632	1
1889-07-18	3.67	4.00	19408	20632	1
1889-07-19	3.52	3.85	18863	20072	1
1889-07-20	3.50	3.83	18791	19997	1
1889-07-21	3.48	3.81	18719	19923	1
1889-07-22	3.47	3.80	18683	19886	1
1889-07-23	3.46	3.79	18647	19849	1
1889-07-24	3.46	3.79	18647	19849	1
1889-07-25	3.46	3.79	18647	19849	1
1889-07-26	3.48	3.81	18719	19922	1
1889-07-27	3.50	3.83	18791	19996	1
1889-07-28	3.50	3.83	18791	19996	1
1889-07-29	3.49	3.82	18755	19959	1
1889-07-30	3.58	3.91	19080	20293	1
1889-07-31	3.52	3.85	18863	20070	1
1889-08-01	3.51	3.84	18827	20033	1
1889-08-02	3.45	3.78	18612	19811	1
1889-08-03	3.40	3.73	18433	19626	1
1889-08-04	3.35	3.68	18255	19443	1
1889-08-05	3.30	3.63	18077	19261	1
1889-08-06	3.25	3.58	17901	19079	1
1889-08-07	3.19	3.52	17690	18862	1
1889-08-08	3.09	3.42	17341	18502	1
1889-08-09	3.00	3.33	17030	18182	1
1889-08-10	2.94	3.27	16823	17969	1
1889-08-11	2.90	3.23	16687	17828	1
1889-08-12	2.86	3.19	16550	17688	1
1889-08-13	2.80	3.13	16347	17478	1
1889-08-14	2.66	2.99	15876	16993	1
1889-08-15	2.53	2.86	15444	16547	1
1889-08-16	2.43	2.76	15116	16209	1
1889-08-17	2.35	2.68	14855	15940	1
1889-08-18	2.16	2.49	14244	15309	1
1889-08-19	2.00	2.33	13738	14787	1
1889-08-20	1.90	2.23	13426	14465	1
1889-08-21	1.80	2.13	13117	14145	1
1889-08-22	1.70	2.03	12811	13829	1
1889-08-23	1.70	2.03	12811	13829	1
1889-08-24	1.90	2.23	13426	14464	1
1889-08-25	1.76	2.09	12995	14018	1
1889-08-26	1.60	1.93	12508	13516	1
1889-08-27	1.48	1.81	12149	13144	1
1889-08-28	1.40	1.73	11912	12899	1
1889-08-29	1.35	1.68	11765	12746	1
1889-08-30	1.30	1.63	11619	12595	1
1889-08-31	1.24	1.57	11444	12414	1
1889-09-01	1.20	1.53	11328	12294	1
1889-09-02	1.18	1.51	11270	12234	1
1889-09-03	1.20	1.53	11328	12293	1
1889-09-04	1.25	1.58	11473	12443	1
1889-09-05	1.25	1.58	11473	12443	1
1889-09-06	1.19	1.52	11299	12263	1
1889-09-07	1.24	1.57	11444	12413	1
1889-09-08	1.20	1.53	11328	12293	1
1889-09-09	1.10	1.43	11041	11995	1
1889-09-10	1.05	1.38	10898	11847	1
1889-09-11	0.98	1.31	10700	11642	1
1889-09-12	0.88	1.21	10419	11351	1
1889-09-13	0.72	1.05	9977	10892	1
1889-09-14	0.70	1.03	9922	10835	1
1889-09-15	0.64	0.97	9759	10666	1
1889-09-16	0.60	0.93	9650	10553	1
1889-09-17	0.59	0.92	9623	10525	1
1889-09-18	0.55	0.88	9515	10413	1
1889-09-19	0.53	0.86	9462	10357	1
1889-09-20	0.44	0.77	9222	10108	1
1889-09-21	0.35	0.68	8984	9861	1
1889-09-22	0.33	0.66	8931	9806	1
1889-09-23	0.30	0.63	8853	9725	1
1889-09-24	0.35	0.68	8984	9860	1
1889-09-25	0.50	0.83	9381	10273	1
1889-09-26	0.62	0.95	9704	10608	1
1889-09-27	0.60	0.93	9650	10552	1
1889-09-28	0.60	0.93	9650	10551	1
1889-09-29	0.70	1.03	9922	10833	1
1889-09-30	0.76	1.09	10087	11004	1
1889-10-01	1.00	1.33	10756	11698	1
1889-10-02	1.01	1.34	10785	11727	1
1889-10-03	1.00	1.33	10756	11698	1
1889-10-04	1.06	1.39	10927	11874	1
1889-10-05	1.15	1.48	11184	12140	1
1889-10-06	1.28	1.61	11560	12529	1
1889-10-07	1.45	1.78	12060	13046	1
1889-10-08	1.64	1.97	12629	13634	1
1889-10-09	1.78	2.11	13056	14075	1
1889-10-10	1.95	2.28	13582	14618	1
1889-10-11	2.06	2.39	13927	14974	1
1889-10-12	2.14	2.47	14181	15236	1
1889-10-13	2.25	2.58	14532	15598	1
1889-10-14	2.32	2.65	14758	15831	1
1889-10-15	2.38	2.71	14953	16032	1
1889-10-16	2.47	2.80	15247	16335	1
1889-10-17	2.56	2.89	15543	16640	1
1889-10-18	2.62	2.95	15743	16845	1
1889-10-19	2.75	3.08	16178	17294	1
1889-10-20	2.81	3.14	16381	17502	1
1889-10-21	2.89	3.22	16652	17782	1
1889-10-22	2.91	3.24	16721	17852	1
1889-10-23	2.88	3.21	16618	17747	1
1889-10-24	2.83	3.16	16448	17571	1
1889-10-25	2.73	3.06	16111	17223	1
1889-10-26	2.56	2.89	15543	16639	1
1889-10-27	2.49	2.82	15312	16401	1
1889-10-28	2.43	2.76	15116	16198	1
1889-10-29	2.26	2.59	14564	15629	1
1889-10-30	2.15	2.48	14212	15266	1
1889-10-31	2.03	2.36	13833	14874	1
1889-11-01	1.99	2.32	13707	14744	1
1889-11-02	1.97	2.30	13644	14679	1
1889-11-03	1.80	2.13	13117	14135	1
1889-11-04	1.78	2.11	13056	14071	1
1889-11-05	1.64	1.97	12629	13631	1
1889-11-06	1.62	1.95	12569	13568	1
1889-11-07	1.76	2.09	12995	14008	1
1889-11-08	1.85	2.18	13271	14293	1
1889-11-09	1.96	2.29	13613	14646	1
1889-11-10	1.97	2.30	13644	14678	1
1889-11-11	1.98	2.31	13676	14710	1
1889-11-12	2.03	2.36	13833	14872	1
1889-11-13	2.36	2.69	14888	15960	1
1889-11-14	2.39	2.72	14985	16061	1
1889-11-15	2.48	2.81	15280	16364	1
1889-11-16	2.50	2.83	15345	16432	1
1889-11-17	2.46	2.79	15214	16296	1
1889-11-18	2.43	2.75	15116	16195	1
1889-11-19	2.52	2.84	15411	16499	1
1889-11-20	2.56	2.88	15543	16635	1
1889-11-21	2.56	2.88	15543	16635	1
1889-11-22	2.52	2.84	15411	16499	1
1889-11-23	2.50	2.82	15345	16431	1
1889-11-24	2.54	2.86	15477	16566	1
1889-11-25	2.60	2.92	15676	16771	1
1889-11-26	2.56	2.88	15543	16634	1
1889-11-27	2.51	2.83	15378	16464	1
1889-11-28	2.46	2.78	15214	16294	1
1889-11-29	2.36	2.68	14888	15958	1
1889-11-30	2.28	2.60	14629	15691	1
1889-12-01	2.20	2.52	14372	15426	1
1889-12-02	2.15	2.47	14212	15261	1
1889-12-03	2.08	2.40	13990	15032	1
1889-12-04	2.09	2.41	14022	15064	1
1889-12-05	2.10	2.42	14054	15097	1
1889-12-06	2.05	2.37	13896	14934	1
1889-12-07	2.08	2.40	13990	15031	1
1889-12-08	2.08	2.40	13990	15031	1
1889-12-09	2.07	2.39	13959	14998	1
1889-12-10	2.13	2.45	14149	15194	1
1889-12-11	2.18	2.50	14308	15358	1
1889-12-12	2.20	2.52	14372	15424	1
1889-12-13	2.28	2.60	14629	15689	1
1889-12-14	2.43	2.75	15116	16191	1
1889-12-15	2.58	2.90	15610	16700	1
1889-12-16	2.75	3.07	16178	17285	1
1889-12-17	2.96	3.28	16892	18020	1
1889-12-18	2.96	3.28	16892	18020	1
1889-12-19	3.06	3.38	17237	18374	1
1889-12-20	3.15	3.47	17550	18696	1
1889-12-21	3.25	3.57	17901	19057	1
1889-12-22	3.34	3.66	18219	19384	1
1889-12-23	3.46	3.78	18647	19824	1
1889-12-24	3.60	3.92	19153	20343	1
1889-12-25	3.66	3.98	19371	20568	1
1889-12-26	3.70	4.02	19517	20718	1
1889-12-27	3.75	4.07	19701	20906	1
1889-12-28	3.79	4.11	19848	21057	1
1889-12-29	3.84	4.16	20033	21247	1
1889-12-30	3.89	4.21	20219	21437	1
1889-12-31	3.92	4.24	20331	21552	1
1890-01-01	3.95	4.27	20443	21667	1
1890-01-02	3.97	4.29	20518	21744	1
1890-01-03	3.98	4.30	20555	21782	1
1890-01-04	3.99	4.31	20593	21820	1
1890-01-05	4.01	4.33	20668	21897	1
1890-01-06	4.05	4.37	20818	22052	1
1890-01-07	4.08	4.40	20931	22168	1
1890-01-08	4.10	4.42	21007	22245	1
1890-01-09	4.11	4.43	21045	22284	1
1890-01-10	4.12	4.44	21083	22323	1
1890-01-11	4.14	4.46	21159	22400	1
1890-01-12	4.14	4.46	21159	22400	1
1890-01-13	4.15	4.47	21197	22439	1
1890-01-14	4.14	4.46	21159	22400	1
1890-01-15	4.18	4.50	21311	22556	1
1890-01-16	4.20	4.52	21387	22634	1
1890-01-17	4.21	4.53	21425	22673	1
1890-01-18	4.21	4.53	21425	22673	1
1890-01-19	4.21	4.53	21425	22672	1
1890-01-20	4.21	4.53	21425	22672	1
1890-01-21	4.22	4.54	21464	22711	1
1890-01-22	4.22	4.54	21464	22711	1
1890-01-23	4.23	4.55	21502	22750	1
1890-01-24	4.23	4.55	21502	22750	1
1890-01-25	4.20	4.52	21387	22632	1
1890-01-26	4.23	4.55	21502	22750	1
1890-01-27	4.24	4.56	21540	22789	1
1890-01-28	4.24	4.56	21540	22789	1
1890-01-29	4.24	4.56	21540	22788	1
1890-01-30	4.23	4.55	21502	22749	1
1890-01-31	4.24	4.56	21540	22788	1
1890-02-01	4.24	4.56	21540	22788	1
1890-02-02	4.25	4.57	21579	22827	1
1890-02-03	4.25	4.57	21579	22827	1
1890-02-04	4.24	4.56	21540	22787	1
1890-02-05	4.23	4.55	21502	22748	1
1890-02-06	4.20	4.52	21387	22630	1
1890-02-07	4.19	4.51	21349	22591	1
1890-02-08	4.18	4.50	21311	22552	1
1890-02-09	4.17	4.49	21273	22512	1
1890-02-10	4.16	4.48	21235	22473	1
1890-02-11	4.14	4.46	21159	22395	1
1890-02-12	4.12	4.44	21083	22317	1
1890-02-13	4.10	4.42	21007	22239	1
1890-02-14	4.09	4.41	20969	22200	1
1890-02-15	4.09	4.41	20969	22200	1
1890-02-16	4.07	4.39	20894	22122	1
1890-02-17	4.06	4.38	20856	22083	1
1890-02-18	4.04	4.36	20781	22005	1
1890-02-19	4.10	4.42	21007	22238	1
1890-02-20	4.13	4.45	21121	22354	1
1890-02-21	4.15	4.47	21197	22432	1
1890-02-22	4.15	4.47	21197	22432	1
1890-02-23	4.14	4.46	21159	22393	1
1890-02-24	4.13	4.45	21121	22354	1
1890-02-25	4.14	4.46	21159	22392	1
1890-02-26	4.15	4.47	21197	22431	1
1890-02-27	4.12	4.44	21083	22314	1
1890-02-28	4.13	4.45	21121	22353	1
1890-03-01	4.14	4.46	21159	22392	1
1890-03-02	4.13	4.45	21121	22353	1
1890-03-03	4.10	4.42	21007	22236	1
1890-03-04	4.09	4.41	20969	22197	1
1890-03-05	4.08	4.40	20931	22158	1
1890-03-06	4.07	4.39	20894	22119	1
1890-03-07	4.07	4.39	20894	22119	1
1890-03-08	4.06	4.38	20856	22080	1
1890-03-09	4.05	4.37	20818	22041	1
1890-03-10	4.05	4.37	20818	22041	1
1890-03-11	4.04	4.36	20781	22002	1
1890-03-12	4.02	4.34	20705	21924	1
1890-03-13	4.01	4.33	20668	21886	1
1890-03-14	3.99	4.31	20593	21808	1
1890-03-15	3.98	4.30	20555	21770	1
1890-03-16	3.97	4.29	20518	21731	1
1890-03-17	3.97	4.29	20518	21731	1
1890-03-18	3.98	4.30	20555	21769	1
1890-03-19	4.00	4.32	20630	21846	1
1890-03-20	4.01	4.33	20668	21885	1
1890-03-21	4.01	4.33	20668	21884	1
1890-03-22	4.09	4.41	20969	22194	1
1890-03-23	4.12	4.44	21083	22310	1
1890-03-24	4.14	4.46	21159	22388	1
1890-03-25	4.15	4.47	21197	22427	1
1890-03-26	4.16	4.48	21235	22466	1
1890-03-27	4.16	4.48	21235	22465	1
1890-03-28	4.15	4.47	21197	22426	1
1890-03-29	4.15	4.47	21197	22426	1
1890-03-30	4.16	4.48	21235	22465	1
1890-03-31	4.18	4.50	21311	22543	1
1890-04-01	4.18	4.50	21311	22543	1
1890-04-02	4.19	4.51	21349	22582	1
1890-04-03	4.18	4.50	21311	22542	1
1890-04-04	4.17	4.49	21273	22503	1
1890-04-05	4.19	4.51	21349	22581	1
1890-04-06	4.19	4.51	21349	22581	1
1890-04-07	4.20	4.52	21387	22620	1
1890-04-08	4.21	4.53	21425	22659	1
1890-04-09	4.19	4.51	21349	22580	1
1890-04-10	4.19	4.51	21349	22580	1
1890-04-11	4.19	4.51	21349	22580	1
1890-04-12	4.19	4.51	21349	22580	1
1890-04-13	4.17	4.49	21273	22501	1
1890-04-14	4.15	4.47	21197	22423	1
1890-04-15	4.14	4.46	21159	22384	1
1890-04-16	4.12	4.44	21083	22306	1
1890-04-17	4.10	4.42	21007	22228	1
1890-04-18	4.08	4.40	20931	22150	1
1890-04-19	4.04	4.36	20781	21995	1
1890-04-20	4.00	4.32	20630	21841	1
1890-04-21	3.98	4.30	20555	21763	1
1890-04-22	3.95	4.27	20443	21648	1
1890-04-23	3.92	4.24	20331	21533	1
1890-04-24	3.88	4.20	20182	21380	1
1890-04-25	3.82	4.14	19959	21151	1
1890-04-26	3.75	4.07	19701	20886	1
1890-04-27	3.68	4.00	19444	20622	1
1890-04-28	3.62	3.94	19226	20397	1
1890-04-29	3.59	3.91	19117	20285	1
1890-04-30	3.51	3.83	18827	19988	1
1890-05-01	3.62	3.94	19226	20397	1
1890-05-02	3.20	3.52	17725	18855	1
1890-05-03	3.14	3.46	17515	18639	1
1890-05-04	3.05	3.37	17202	18317	1
1890-05-05	2.98	3.30	16961	18069	1
1890-05-06	2.81	3.13	16381	17472	1
1890-05-07	2.72	3.04	16077	17159	1
1890-05-08	2.68	3.00	15943	17021	1
1890-05-09	2.60	2.92	15676	16746	1
1890-05-10	2.54	2.86	15477	16541	1
1890-05-11	2.43	2.75	15116	16169	1
1890-05-12	2.33	2.65	14790	15833	1
1890-05-13	2.24	2.56	14500	15534	1
1890-05-14	2.17	2.49	14276	15303	1
1890-05-15	2.09	2.41	14022	15041	1
1890-05-16	1.98	2.30	13676	14684	1
1890-05-17	1.90	2.22	13426	14426	1
1890-05-18	1.88	2.20	13364	14362	1
1890-05-19	1.85	2.17	13271	14266	1
1890-05-20	1.80	2.12	13117	14107	1
1890-05-21	1.70	2.02	12811	13791	1
1890-05-22	1.65	1.97	12660	13634	1
1890-05-23	1.69	2.01	12781	13760	1
1890-05-24	1.68	2.00	12751	13728	1
1890-05-25	1.67	1.99	12720	13697	1
1890-05-26	1.68	2.00	12751	13728	1
1890-05-27	1.64	1.96	12629	13603	1
1890-05-28	1.60	1.92	12508	13478	1
1890-05-29	1.60	1.92	12508	13478	1
1890-05-30	1.57	1.89	12418	13384	1
1890-05-31	1.60	1.92	12508	13477	1
1890-06-01	1.62	1.94	12569	13539	1
1890-06-02	1.65	1.97	12660	13633	1
1890-06-03	1.64	1.96	12629	13602	1
1890-06-04	1.68	2.00	12751	13727	1
1890-06-05	1.65	1.97	12660	13633	1
1890-06-06	1.63	1.95	12599	13570	1
1890-06-07	1.62	1.94	12569	13539	1
1890-06-08	1.60	1.92	12508	13476	1
1890-06-09	1.59	1.91	12478	13445	1
1890-06-10	1.60	1.92	12508	13476	1
1890-06-11	1.60	1.92	12508	13476	1
1890-06-12	1.50	1.82	12209	13166	1
1890-06-13	1.54	1.86	12328	13289	1
1890-06-14	1.60	1.92	12508	13475	1
1890-06-15	1.59	1.91	12478	13444	1
1890-06-16	1.59	1.91	12478	13444	1
1890-06-17	1.65	1.97	12660	13631	1
1890-06-18	1.63	1.95	12599	13568	1
1890-06-19	1.64	1.96	12629	13599	1
1890-06-20	1.66	1.98	12690	13662	1
1890-06-21	1.63	1.95	12599	13568	1
1890-06-22	1.61	1.93	12539	13505	1
1890-06-23	1.59	1.91	12478	13443	1
1890-06-24	1.48	1.80	12149	13103	1
1890-06-25	1.35	1.67	11765	12706	1
1890-06-26	1.29	1.61	11589	12524	1
1890-06-27	1.25	1.57	11473	12404	1
1890-06-28	1.22	1.54	11386	12314	1
1890-06-29	1.14	1.46	11155	12075	1
1890-06-30	1.09	1.41	11012	11927	1
1890-07-01	1.05	1.37	10898	11809	1
1890-07-02	1.05	1.36	10898	11809	1
1890-07-03	1.05	1.36	10898	11809	1
1890-07-04	1.01	1.32	10785	11691	1
1890-07-05	1.04	1.35	10870	11779	1
1890-07-06	1.10	1.41	11041	11956	1
1890-07-07	1.20	1.51	11328	12253	1
1890-07-08	1.22	1.53	11386	12312	1
1890-07-09	1.23	1.54	11415	12342	1
1890-07-10	1.25	1.56	11473	12402	1
1890-07-11	1.25	1.56	11473	12402	1
1890-07-12	1.24	1.55	11444	12372	1
1890-07-13	1.25	1.56	11473	12402	1
1890-07-14	1.27	1.58	11531	12462	1
1890-07-15	1.34	1.65	11736	12673	1
1890-07-16	1.42	1.73	11971	12916	1
1890-07-17	1.45	1.76	12060	13008	1
1890-07-18	1.55	1.86	12358	13316	1
1890-07-19	1.65	1.96	12660	13626	1
1890-07-20	1.76	2.07	12995	13972	1
1890-07-21	1.88	2.19	13364	14353	1
1890-07-22	1.92	2.23	13488	14481	1
1890-07-23	2.05	2.36	13896	14901	1
1890-07-24	2.08	2.39	13990	14998	1
1890-07-25	2.05	2.36	13896	14901	1
1890-07-26	2.00	2.31	13738	14738	1
1890-07-27	1.92	2.23	13488	14480	1
1890-07-28	1.85	2.16	13271	14256	1
1890-07-29	1.75	2.06	12964	13939	1
1890-07-30	1.66	1.97	12690	13656	1
1890-07-31	1.55	1.86	12358	13314	1
1890-08-01	1.50	1.81	12209	13159	1
1890-08-02	1.44	1.75	12030	12975	1
1890-08-03	1.45	1.76	12060	13005	1
1890-08-04	1.46	1.77	12090	13036	1
1890-08-05	1.48	1.79	12149	13097	1
1890-08-06	1.55	1.86	12358	13313	1
1890-08-07	1.49	1.80	12179	13128	1
1890-08-08	1.35	1.66	11765	12700	1
1890-08-09	1.15	1.46	11184	12100	1
1890-08-10	0.95	1.26	10615	11511	1
1890-08-11	0.60	0.91	9650	10512	1
1890-08-12	0.69	1.00	9895	10765	1
1890-08-13	0.56	0.87	9542	10400	1
1890-08-14	0.55	0.86	9515	10372	1
1890-08-15	0.54	0.85	9488	10344	1
1890-08-16	0.54	0.85	9488	10344	1
1890-08-17	0.44	0.75	9222	10067	1
1890-08-18	0.35	0.66	8984	9821	1
1890-08-19	0.28	0.59	8801	9631	1
1890-08-20	0.24	0.55	8697	9523	1
1890-08-21	0.30	0.61	8853	9685	1
1890-08-22	0.29	0.60	8827	9658	1
1890-08-23	0.28	0.59	8801	9630	1
1890-08-24	0.35	0.66	8984	9820	1
1890-08-25	0.45	0.76	9248	10094	1
1890-08-26	0.36	0.67	9010	9847	1
1890-08-27	0.30	0.61	8853	9684	1
1890-08-28	0.30	0.61	8853	9684	1
1890-08-29	0.29	0.60	8827	9657	1
1890-08-30	0.33	0.64	8931	9765	1
1890-08-31	0.39	0.70	9089	9928	1
1890-09-01	0.35	0.66	8984	9819	1
1890-09-02	0.35	0.66	8984	9819	1
1890-09-03	0.30	0.61	8853	9683	1
1890-09-04	0.20	0.51	8593	9414	1
1890-09-05	0.20	0.51	8593	9414	1
1890-09-06	0.27	0.58	8775	9602	1
1890-09-07	0.34	0.65	8958	9791	1
1890-09-08	0.45	0.76	9248	10092	1
1890-09-09	0.55	0.86	9515	10369	1
1890-09-10	0.59	0.90	9623	10480	1
1890-09-11	0.56	0.87	9542	10397	1
1890-09-12	0.60	0.91	9650	10508	1
1890-09-13	0.68	0.99	9867	10733	1
1890-09-14	0.60	0.91	9650	10508	1
1890-09-15	0.54	0.85	9488	10340	1
1890-09-16	0.49	0.80	9355	10202	1
1890-09-17	0.50	0.81	9381	10229	1
1890-09-18	0.71	1.02	9949	10817	1
1890-09-19	0.94	1.25	10587	11477	1
1890-09-20	1.42	1.73	11971	12907	1
1890-09-21	1.78	2.09	13056	14026	1
1890-09-22	1.98	2.29	13676	14665	1
1890-09-23	2.15	2.46	14212	15218	1
1890-09-24	2.31	2.62	14726	15747	1
1890-09-25	2.44	2.75	15148	16182	1
1890-09-26	2.50	2.81	15345	16385	1
1890-09-27	2.56	2.87	15543	16588	1
1890-09-28	2.51	2.82	15378	16418	1
1890-09-29	2.48	2.79	15280	16316	1
1890-09-30	2.40	2.71	15018	16047	1
1890-10-01	2.26	2.57	14564	15580	1
1890-10-02	2.14	2.45	14181	15184	1
1890-10-03	2.03	2.34	13833	14826	1
1890-10-04	1.96	2.27	13613	14599	1
1890-10-05	1.84	2.15	13241	14215	1
1890-10-06	1.82	2.13	13179	14151	1
1890-10-07	1.80	2.11	13117	14088	1
1890-10-08	1.86	2.17	13302	14278	1
1890-10-09	1.92	2.23	13488	14470	1
1890-10-10	1.98	2.29	13676	14663	1
1890-10-11	2.09	2.40	14022	15020	1
1890-10-12	2.00	2.31	13738	14727	1
1890-10-13	1.92	2.23	13488	14469	1
1890-10-14	1.80	2.11	13117	14087	1
1890-10-15	1.71	2.02	12842	13802	1
1890-10-16	1.60	1.91	12508	13458	1
1890-10-17	1.50	1.81	12209	13149	1
1890-10-18	1.38	1.69	11853	12782	1
1890-10-19	1.25	1.56	11473	12389	1
1890-10-20	1.10	1.41	11041	11942	1
1890-10-21	0.90	1.21	10475	11357	1
1890-10-22	0.85	1.16	10336	11213	1
1890-10-23	0.82	1.13	10252	11127	1
1890-10-24	0.80	1.11	10197	11069	1
1890-10-25	0.65	0.96	9786	10643	1
1890-10-26	0.58	0.89	9596	10447	1
1890-10-27	0.49	0.80	9355	10197	1
1890-10-28	0.40	0.71	9116	9949	1
1890-10-29	0.35	0.66	8984	9812	1
1890-10-30	0.43	0.74	9195	10031	1
1890-10-31	0.42	0.73	9168	10003	1
1890-11-01	0.40	0.71	9116	9948	1
1890-11-02	0.43	0.74	9195	10030	1
1890-11-03	0.40	0.71	9116	9948	1
1890-11-04	0.41	0.72	9142	9975	1
1890-11-05	0.40	0.71	9116	9948	1
1890-11-06	0.39	0.70	9089	9920	1
1890-11-07	0.44	0.75	9222	10057	1
1890-11-08	0.49	0.80	9355	10195	1
1890-11-09	0.54	0.85	9488	10334	1
1890-11-10	0.58	0.89	9596	10445	1
1890-11-11	0.66	0.97	9813	10669	1
1890-11-12	0.75	1.06	10059	10924	1
1890-11-13	0.74	1.05	10032	10895	1
1890-11-14	0.76	1.07	10087	10952	1
1890-11-15	0.70	1.01	9922	10782	1
1890-11-16	0.64	0.95	9759	10612	1
1890-11-17	0.57	0.88	9569	10416	1
1890-11-18	0.58	0.89	9596	10444	1
1890-11-19	0.66	0.97	9813	10668	1
1890-11-20	0.64	0.95	9759	10612	1
1890-11-21	0.60	0.91	9650	10500	1
1890-11-22	0.57	0.88	9569	10416	1
1890-11-23	0.55	0.86	9515	10360	1
1890-11-24	0.59	0.90	9623	10471	1
1890-11-25	0.70	1.01	9922	10781	1
1890-11-26	0.82	1.13	10252	11122	1
1890-11-27	1.00	1.31	10756	11643	1
1890-11-28	1.10	1.41	11041	11937	1
1890-11-29	1.20	1.51	11328	12234	1
1890-11-30	1.27	1.58	11531	12443	1
1890-12-01	1.31	1.62	11648	12564	1
1890-12-02	1.36	1.67	11794	12715	1
1890-12-03	1.37	1.68	11824	12745	1
1890-12-04	1.38	1.69	11853	12775	1
1890-12-05	1.40	1.71	11912	12836	1
1890-12-06	1.37	1.68	11824	12745	1
1890-12-07	1.30	1.61	11619	12533	1
1890-12-08	1.19	1.50	11299	12203	1
1890-12-09	1.08	1.39	10984	11876	1
1890-12-10	0.97	1.28	10672	11554	1
1890-12-11	0.80	1.11	10197	11063	1
1890-12-12	0.75	1.06	10059	10920	1
1890-12-13	0.64	0.95	9759	10609	1
1890-12-14	0.61	0.92	9677	10525	1
1890-12-15	0.55	0.86	9515	10357	1
1890-12-16	0.35	0.66	8984	9806	1
1890-12-17	0.24	0.55	8697	9509	1
1890-12-18	0.12	0.43	8388	9188	1
1890-12-19	0.10	0.41	8337	9135	1
1890-12-20	-0.05	0.26	7958	8742	1
1890-12-21	0.00	0.31	8084	8872	1
1890-12-22	0.12	0.43	8388	9188	1
1890-12-23	0.38	0.69	9063	9887	1
1890-12-24	0.40	0.71	9116	9942	1
1890-12-25	0.48	0.79	9328	10162	1
1890-12-26	0.57	0.88	9569	10411	1
1890-12-27	0.62	0.93	9704	10551	1
1890-12-28	0.75	1.06	10059	10918	1
1890-12-29	0.85	1.16	10336	11204	1
1890-12-30	0.75	1.06	10059	10918	1
1890-12-31	0.80	1.11	10197	11061	1
1891-01-01	0.98	1.29	10700	11580	1
1891-01-02	0.84	1.15	10308	11175	1
1891-01-03	0.85	1.16	10336	11204	1
1891-01-04	0.86	1.17	10364	11232	1
1891-01-05	0.90	1.21	10475	11347	1
1891-01-06	1.05	1.36	10898	11785	1
1891-01-07	1.19	1.50	11299	12199	1
